Section	Action	URI	Applicable	Reasoning
Prohibitions	use	http://www.w3.org/ns/odrl/2/use	NO	CC0 does not prohibit the use of the work (beyond restrictions of law outside copyright that CC0 doesn't waive).
Prohibitions	watermark	http://www.w3.org/ns/odrl/2/watermark	NO	CC0 does not prohibit a user from adding a watermark to their copy or derivative.
Obligations	accept tracking	http://www.w3.org/ns/odrl/2/acceptTracking	NO	CC0 does not obligate the user to accept tracking.
Obligations	aggregate	http://www.w3.org/ns/odrl/2/aggregate	NO	CC0 does not obligate the user to aggregate the work.
Obligations	annotate	http://www.w3.org/ns/odrl/2/annotate	NO	CC0 does not obligate the user to annotate the work.
Obligations	anonymize	http://www.w3.org/ns/odrl/2/anonymize	NO	CC0 does not obligate the user to anonymize data (though other ethical or legal rules might apply).
Obligations	archive	http://www.w3.org/ns/odrl/2/archive	NO	CC0 does not obligate the user to archive the work.
Obligations	attribute	http://www.w3.org/ns/odrl/2/attribute	NO	CC0 explicitly waives the requirement for attribution. Users are not obligated to attribute.
Obligations	attribution	http://creativecommons.org/ns#Attribution	NO	CC0 means No Rights Reserved, which includes waiving the condition of attribution found in other CC licenses.
Obligations	commercial use	http://creativecommons.org/ns#CommercialUse	N/A	This is a permission, not an obligation. Users are not obligated to use the work commercially.
Obligations	compensate	http://www.w3.org/ns/odrl/2/compensate	NO	CC0 does not obligate users to compensate the original creator or affirmer.
Obligations	concurrent use	http://www.w3.org/ns/odrl/2/concurrentUse	NO	CC0 does not impose any obligations related to concurrent use.
Obligations	delete	http://www.w3.org/ns/odrl/2/delete	NO	CC0 does not obligate users to delete the work.
Obligations	derivative works	http://creativecommons.org/ns#DerivativeWorks	N/A	This is a permission, not an obligation. Users are not obligated to create derivative works.
Obligations	derive	http://www.w3.org/ns/odrl/2/derive	NO	CC0 does not obligate users to derive new works.
Obligations	digitize	http://www.w3.org/ns/odrl/2/digitize	NO	CC0 does not obligate users to digitize the work.
Obligations	display	http://www.w3.org/ns/odrl/2/display	NO	CC0 does not obligate users to display the work.
Obligations	distribute	http://www.w3.org/ns/odrl/2/distribute	NO	CC0 does not obligate users to distribute the work.
Obligations	distribution	http://creativecommons.org/ns#Distribution	N/A	This is a permission, not an obligation.
Obligations	ensure exclusivity	http://www.w3.org/ns/odrl/2/ensureExclusivity	NO	Users are not obligated to ensure exclusivity in fact, for the CC0 work itself, they cannot.
Obligations	execute	http://www.w3.org/ns/odrl/2/execute	NO	CC0 does not obligate users to execute the work.
Obligations	extract	http://www.w3.org/ns/odrl/2/extract	NO	CC0 does not obligate users to extract portions of the work.
Obligations	give	http://www.w3.org/ns/odrl/2/give	NO	CC0 does not obligate users to give the work to others.
Obligations	grant use	http://www.w3.org/ns/odrl/2/grantUse	NO	CC0 does not obligate users to grant use to others (the rights are already available via CC0).
Obligations	include	http://www.w3.org/ns/odrl/2/include	NO	CC0 does not obligate users to include the work in other collections.
Obligations	index	http://www.w3.org/ns/odrl/2/index	NO	CC0 does not obligate users to index the work.
Obligations	inform	http://www.w3.org/ns/odrl/2/inform	NO	CC0 does not obligate users to inform anyone (e.g., the original author) of their use.
Obligations	install	http://www.w3.org/ns/odrl/2/install	NO	CC0 does not obligate users to install the work.
Obligations	modify	http://www.w3.org/ns/odrl/2/modify	NO	CC0 does not obligate users to modify the work.
Obligations	move	http://www.w3.org/ns/odrl/2/move	NO	CC0 does not obligate users to move the work.
Obligations	next policy	http://www.w3.org/ns/odrl/2/nextPolicy	NO	CC0 does not obligate users to adhere to any subsequent policy regarding the work's use based on CC0 itself.
Obligations	notice	http://creativecommons.org/ns#Notice	NO	CC0 waives requirements for copyright notices. Users are not obligated to provide them.
Obligations	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	CC0 means prior consent (for waived rights) is given by the affirmer users are not obligated to seek additional consent for these uses.
Obligations	play	http://www.w3.org/ns/odrl/2/play	NO	CC0 does not obligate users to play the work.
Obligations	present	http://www.w3.org/ns/odrl/2/present	NO	CC0 does not obligate users to present the work.
Obligations	print	http://www.w3.org/ns/odrl/2/print	NO	CC0 does not obligate users to print the work.
Obligations	read	http://www.w3.org/ns/odrl/2/read	NO	CC0 does not obligate users to read or access the work.
Obligations	reproduce	http://www.w3.org/ns/odrl/2/reproduce	NO	CC0 does not obligate users to reproduce the work.
Obligations	reproduction	http://creativecommons.org/ns#Reproduction	N/A	This is a permission, not an obligation.
Obligations	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	CC0 does not obligate users to review its terms (though it is advisable for understanding).
Obligations	sell	http://www.w3.org/ns/odrl/2/sell	NO	CC0 does not obligate users to sell the work.
Obligations	share Alike	http://creativecommons.org/ns#ShareAlike	NO	CC0 explicitly does not include a ShareAlike obligation.
Obligations	sharing	http://creativecommons.org/ns#Sharing	N/A	This is a permission, not an obligation.
Obligations	source code	http://www.w3.org/ns/odrl/2/sourceCode	NO	CC0 does not obligate users to provide or distribute source code for their modifications or for the original work.
Obligations	stream	http://www.w3.org/ns/odrl/2/stream	NO	CC0 does not obligate users to stream the work.
Obligations	synchronize	http://www.w3.org/ns/odrl/2/synchronize	NO	CC0 does not obligate users to synchronize the work.
Obligations	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	NO	CC0 does not obligate users to convert the work to speech.
Obligations	transform	http://www.w3.org/ns/odrl/2/transform	NO	CC0 does not obligate users to transform the work.
Obligations	translate	http://www.w3.org/ns/odrl/2/translate	NO	CC0 does not obligate users to translate the work.
Obligations	uninstall	http://www.w3.org/ns/odrl/2/uninstall	NO	CC0 does not obligate users to uninstall the work.
Obligations	use	http://www.w3.org/ns/odrl/2/use	NO	CC0 does not obligate users to use the work.
Obligations	watermark	http://www.w3.org/ns/odrl/2/watermark	NO	CC0 does not obligate users to add or remove watermarks.
