Section	Action	URI	Applicable	Reasoning
Permissions	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	The license itself grants permissions	 it doesn't grant the right *to obtain consent* from others for uses beyond the license. Consent might be needed for things not covered by the license (e.g. moral rights not waived, trademark use).
Permissions	play	http://www.w3.org/ns/odrl/2/play	YES	If the work is a media file (audio/video), the right to use, reproduce, and share includes the right to play it. This is a form of publicly perform which is covered by Share (Section 1.k).
Permissions	present	http://www.w3.org/ns/odrl/2/present	YES	Presenting the work (e.g., in a slideshow) is covered by the rights to Share and reproduce. Share (Section 1.k) includes public performance/display.
Permissions	print	http://www.w3.org/ns/odrl/2/print	YES	Printing is a form of reproduction (reproduce...in any medium or format), which is permitted (Section 2.a.1.A).
Permissions	read	http://www.w3.org/ns/odrl/2/read	YES	The most basic form of using textual or visual material. Permitted by implication of all other rights.
Permissions	reproduce	http://www.w3.org/ns/odrl/2/reproduce	YES	Explicitly permitted. Section 2.a.1.A: reproduce and Share the Licensed Material, in whole or in part.
Permissions	reproduction	http://creativecommons.org/ns#Reproduction	YES	This is a fundamental permission granted by the license (Section 2.a.1.A).
Permissions	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	This is an action related to governance or terms of service, not a direct permission to use licensed content in a specific way. One can always review the license terms, but this isn't a 'permission' in the ODRL sense for the asset.
Permissions	sell	http://www.w3.org/ns/odrl/2/sell	YES	Commercial use is permitted, which includes selling the work or adaptations, or works containing it. Deed states: for any purpose, even commercially. Section 2.a.1 allows sharing for any purpose.
Permissions	share Alike	http://creativecommons.org/ns#ShareAlike	NO	This specific Creative Commons condition is not part of CC BY 4.0. CC BY 4.0 does not require adaptations to be licensed under the same terms.
Permissions	sharing	http://creativecommons.org/ns#Sharing	YES	This is a fundamental permission granted by the license (Section 2.a.1.A: reproduce and Share).
Permissions	source code	http://www.w3.org/ns/odrl/2/sourceCode	NO	The CC BY 4.0 license does not explicitly require or grant rights to demand source code in the way some software licenses do. If the licensed material is software and source code is provided, its use is governed by the license, but there's no specific permission *to obtain* source code if only compiled code was shared.
Permissions	stream	http://www.w3.org/ns/odrl/2/stream	YES	Streaming is a form of Share (Section 1.k of legal code, which includes publicly perform or make available). This is permitted for any purpose.
Permissions	synchronize	http://www.w3.org/ns/odrl/2/synchronize	YES	If this refers to synchronizing an audiovisual work with music, it's a form of adaptation (Adapted Material), which is permitted.
Permissions	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	YES	Converting text to speech is an adaptation of the material, which is permitted.
Permissions	transform	http://www.w3.org/ns/odrl/2/transform	YES	Transformation is explicitly permitted. Deed: Adapt — remix, transform, and build upon the material. Legal code Section 2.a.1.B.
Permissions	translate	http://www.w3.org/ns/odrl/2/translate	YES	Translation is a form of adaptation (Adapted Material in Section 1.a explicitly mentions translation), which is permitted.
Permissions	uninstall	http://www.w3.org/ns/odrl/2/uninstall	NO	Similar to 'delete', uninstalling software is a general right of a computer user for their own system, not a specific permission granted by this content license.
Permissions	use	http://www.w3.org/ns/odrl/2/use	YES	The license grants various specific rights (reproduce, adapt, share) which collectively constitute use. Section 2.a.1 implicitly grants use.
Permissions	watermark	http://www.w3.org/ns/odrl/2/watermark	NO	The license does not grant a general permission to add a watermark. If adding a watermark is considered a modification, it would be allowed as an adaptation. However, applying a *technological measure* that restricts access (which some watermarks might do) is prohibited (Section 2.a.5.B). Attribution information is required, but not necessarily as a visual watermark.
Prohibitions	accept tracking	http://www.w3.org/ns/odrl/2/acceptTracking	NO	The license does not prohibit the user from choosing to accept tracking by a service that might host the licensed material	 this is outside the scope of the copyright license itself.
Prohibitions	aggregate	http://www.w3.org/ns/odrl/2/aggregate	NO	Aggregation is permitted.
Prohibitions	annotate	http://www.w3.org/ns/odrl/2/annotate	NO	Annotation is permitted.
Prohibitions	anonymize	http://www.w3.org/ns/odrl/2/anonymize	NO	The license does not prohibit anonymizing data *within* the work if it pertains to privacy, but it *requires* attribution of the author. Anonymizing authorship is implicitly prohibited by the attribution requirement.
Prohibitions	archive	http://www.w3.org/ns/odrl/2/archive	NO	Archiving is permitted.
Prohibitions	attribute	http://www.w3.org/ns/odrl/2/attribute	NO	Failing to attribute is a violation, meaning the *act of not attributing* is implicitly prohibited. The action 'attribute' itself is an obligation.
Prohibitions	attribution	http://creativecommons.org/ns#Attribution	NO	Failing to provide attribution is a violation. The concept of 'Attribution' itself is a requirement, not something prohibited.
Prohibitions	commercial use	http://creativecommons.org/ns#CommercialUse	NO	Commercial use is permitted.
Prohibitions	compensate	http://www.w3.org/ns/odrl/2/compensate	NO	The license doesn't prohibit compensation if offered outside the license terms, but the licensor cannot demand it under the license.
Prohibitions	concurrent use	http://www.w3.org/ns/odrl/2/concurrentUse	NO	Concurrent use is not restricted.
Prohibitions	delete	http://www.w3.org/ns/odrl/2/delete	NO	The license doesn't prohibit deleting one's own copies.
Prohibitions	derivative works	http://creativecommons.org/ns#DerivativeWorks	NO	Creating derivative works is permitted.
Prohibitions	derive	http://www.w3.org/ns/odrl/2/derive	NO	Deriving new works is permitted.
Prohibitions	digitize	http://www.w3.org/ns/odrl/2/digitize	NO	Digitization is permitted.
Prohibitions	display	http://www.w3.org/ns/odrl/2/display	NO	Displaying the work is permitted.
Prohibitions	distribute	http://www.w3.org/ns/odrl/2/distribute	NO	Distribution is permitted.
Prohibitions	distribution	http://creativecommons.org/ns#Distribution	NO	Distribution is permitted.
Prohibitions	ensure exclusivity	http://www.w3.org/ns/odrl/2/ensureExclusivity	YES	The license is non-exclusive. A licensee is prohibited from claiming or ensuring exclusivity for themselves over the licensed material against others. Section 2.a.1 states the license is non-exclusive.
Prohibitions	execute	http://www.w3.org/ns/odrl/2/execute	NO	Execution (if applicable) is permitted.
Prohibitions	extract	http://www.w3.org/ns/odrl/2/extract	NO	Extraction is permitted.
Prohibitions	give	http://www.w3.org/ns/odrl/2/give	NO	Giving (sharing) is permitted.
Prohibitions	grant use	http://www.w3.org/ns/odrl/2/grantUse	YES	A licensee is prohibited from sublicensing with *additional or different terms* that restrict the rights granted by CC BY 4.0 or restrict how recipients can exercise rights. Section 2.a.5.B: You may not offer or impose any additional or different terms or conditions on... the Licensed Material.
Prohibitions	include	http://www.w3.org/ns/odrl/2/include	NO	Inclusion in collections is permitted.
Prohibitions	index	http://www.w3.org/ns/odrl/2/index	NO	Indexing is not prohibited.
Prohibitions	inform	http://www.w3.org/ns/odrl/2/inform	NO	The license does not prohibit informing users about data practices if one is providing a service with the material.
Prohibitions	install	http://www.w3.org/ns/odrl/2/install	NO	Installation (if applicable) is permitted.
Prohibitions	modify	http://www.w3.org/ns/odrl/2/modify	NO	Modification is permitted.
Prohibitions	move	http://www.w3.org/ns/odrl/2/move	NO	Moving copies is not prohibited.
Prohibitions	next policy	http://www.w3.org/ns/odrl/2/nextPolicy	YES	A licensee cannot impose a different subsequent policy on the material that alters or restricts the original CC BY 4.0 terms for other recipients. (Section 2.a.5.B).
Prohibitions	notice	http://creativecommons.org/ns#Notice	NO	Removing or altering required notices is prohibited. The action notice (providing notice) is an obligation.
Prohibitions	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	The license does not prohibit obtaining consent for uses *outside* the license.
Prohibitions	play	http://www.w3.org/ns/odrl/2/play	NO	Playing the work (if applicable) is permitted.
Prohibitions	present	http://www.w3.org/ns/odrl/2/present	NO	Presenting the work is permitted.
Prohibitions	print	http://www.w3.org/ns/odrl/2/print	NO	Printing is permitted.
Prohibitions	read	http://www.w3.org/ns/odrl/2/read	NO	Reading is permitted.
Prohibitions	reproduce	http://www.w3.org/ns/odrl/2/reproduce	NO	Reproduction is permitted.
Prohibitions	reproduction	http://creativecommons.org/ns#Reproduction	NO	Reproduction is permitted.
Prohibitions	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	This action is not directly applicable as a prohibition in the context of using the licensed material.
Prohibitions	sell	http://www.w3.org/ns/odrl/2/sell	NO	Selling the material is permitted.
Prohibitions	share Alike	http://creativecommons.org/ns#ShareAlike	NO	This license is not ShareAlike, so there's no prohibition related to *not* sharing alike. Imposing ShareAlike on CC BY material by a licensee would be an additional restriction and thus prohibited.
Prohibitions	sharing	http://creativecommons.org/ns#Sharing	NO	Sharing is permitted.
Prohibitions	source code	http://www.w3.org/ns/odrl/2/sourceCode	NO	Withholding source code (if the original work was shared as compiled software without source) is not explicitly prohibited by CC BY 4.0, as it doesn't have a source code provision obligation. However, if source code *is* part of the Licensed Material, then restricting access to it when sharing would be a violation.
Prohibitions	stream	http://www.w3.org/ns/odrl/2/stream	NO	Streaming is permitted.
Prohibitions	synchronize	http://www.w3.org/ns/odrl/2/synchronize	NO	Synchronization (as an adaptation) is permitted.
Prohibitions	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	NO	Text-to-speech (as an adaptation) is permitted.
Prohibitions	transform	http://www.w3.org/ns/odrl/2/transform	NO	Transformation is permitted.
Prohibitions	translate	http://www.w3.org/ns/odrl/2/translate	NO	Translation is permitted.
Prohibitions	uninstall	http://www.w3.org/ns/odrl/2/uninstall	NO	The license doesn't prohibit uninstalling one's own copies.
Prohibitions	use	http://www.w3.org/ns/odrl/2/use	NO	Use, according to the license terms, is permitted.
Prohibitions	watermark	http://www.w3.org/ns/odrl/2/watermark	YES	Applying technological measures (which a restrictive watermark could be) that legally restrict others from doing anything the license permits is prohibited (Section 2.a.5.B and Section 3.b of legal code regarding Effective Technological Measures). However, adding a non-restrictive mark as part of an adaptation may be permissible, but not if it limits licensed rights.
Obligations	accept tracking	http://www.w3.org/ns/odrl/2/acceptTracking	NO	The license imposes no obligation on the user to accept tracking.
Obligations	aggregate	http://www.w3.org/ns/odrl/2/aggregate	NO	There's no obligation to aggregate the material.
Obligations	annotate	http://www.w3.org/ns/odrl/2/annotate	NO	There's no obligation to annotate the material, though one must indicate if changes were made.
Obligations	anonymize	http://www.w3.org/ns/odrl/2/anonymize	NO	The license does not oblige anonymization. In fact, it requires attribution, which is the opposite for authorship.
Obligations	archive	http://www.w3.org/ns/odrl/2/archive	NO	There is no obligation to archive the material.
Obligations	attribute	http://www.w3.org/ns/odrl/2/attribute	YES	This is a core obligation. Section 3.a.1 of the legal code requires providing attribution to the creator(s).
Obligations	attribution	http://creativecommons.org/ns#Attribution	YES	This is the primary obligation of the CC BY 4.0 license. Section 3.a.1.
Obligations	commercial use	http://creativecommons.org/ns#CommercialUse	NO	There is no obligation to use the work commercially	 it is a permission.
Obligations	compensate	http://www.w3.org/ns/odrl/2/compensate	NO	The license is royalty-free	 there is no obligation to compensate the licensor under the license terms.
Obligations	concurrent use	http://www.w3.org/ns/odrl/2/concurrentUse	NO	There is no obligation related to concurrent use.
Obligations	delete	http://www.w3.org/ns/odrl/2/delete	NO	There is no obligation to delete the material.
Obligations	derivative works	http://creativecommons.org/ns#DerivativeWorks	NO	There is no obligation to create derivative works. If one does, attribution rules apply.
Obligations	derive	http://www.w3.org/ns/odrl/2/derive	NO	There is no obligation to derive new works.
Obligations	digitize	http://www.w3.org/ns/odrl/2/digitize	NO	There is no obligation to digitize the material.
Obligations	display	http://www.w3.org/ns/odrl/2/display	NO	There is no obligation to display the work, but if displayed, attribution is required.
Obligations	distribute	http://www.w3.org/ns/odrl/2/distribute	NO	There is no obligation to distribute the material. If distributed, conditions apply.
Obligations	distribution	http://creativecommons.org/ns#Distribution	NO	No obligation to distribute.
Obligations	ensure exclusivity	http://www.w3.org/ns/odrl/2/ensureExclusivity	NO	There is no obligation to ensure exclusivity	 in fact, one cannot.
Obligations	execute	http://www.w3.org/ns/odrl/2/execute	NO	No obligation to execute.
Obligations	extract	http://www.w3.org/ns/odrl/2/extract	NO	No obligation to extract.
Obligations	give	http://www.w3.org/ns/odrl/2/give	NO	No obligation to give (share) the material.
Obligations	grant use	http://www.w3.org/ns/odrl/2/grantUse	NO	No obligation for a licensee to grant use to others (the licensor does this directly to all recipients).
Obligations	include	http://www.w3.org/ns/odrl/2/include	NO	No obligation to include the work in collections.
Obligations	index	http://www.w3.org/ns/odrl/2/index	NO	No obligation to index.
Obligations	inform	http://www.w3.org/ns/odrl/2/inform	YES	Section 3.a.1.B: indicate if You modified the Licensed Material and retain an indication of any previous modifications. Section 3.a.1.C: indicate the Licensed Material is licensed under this Public License, and include the text of, or the URI or hyperlink to, this Public License. These are obligations to inform about modifications and the license.
Obligations	install	http://www.w3.org/ns/odrl/2/install	NO	No obligation to install.
Obligations	modify	http://www.w3.org/ns/odrl/2/modify	NO	No obligation to modify. If modified, one must indicate changes.
Obligations	move	http://www.w3.org/ns/odrl/2/move	NO	No obligation to move.
Obligations	next policy	http://www.w3.org/ns/odrl/2/nextPolicy	NO	No obligation to define or adhere to a 'next policy'.
Obligations	notice	http://creativecommons.org/ns#Notice	YES	Section 3.a.1 of the legal code requires providing several notices: attribution details, a copyright notice (if supplied with the Licensed Material), a notice that refers to this Public License, a notice that refers to the disclaimer of warranties (if supplied), and a URI or hyperlink to the Licensed Material to the extent reasonably practicable.
Obligations	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	No obligation to obtain consent for uses already permitted by the license.
Obligations	play	http://www.w3.org/ns/odrl/2/play	NO	No obligation to play.
Obligations	present	http://www.w3.org/ns/odrl/2/present	NO	No obligation to present.
Obligations	print	http://www.w3.org/ns/odrl/2/print	NO	No obligation to print.
Obligations	read	http://www.w3.org/ns/odrl/2/read	NO	No obligation to read.
Obligations	reproduce	http://www.w3.org/ns/odrl/2/reproduce	NO	No obligation to reproduce.
Obligations	reproduction	http://creativecommons.org/ns#Reproduction	NO	No obligation for reproduction.
Obligations	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	No obligation for the licensee to review any policy beyond understanding the license terms they must follow.
Obligations	sell	http://www.w3.org/ns/odrl/2/sell	NO	No obligation to sell.
Obligations	share Alike	http://creativecommons.org/ns#ShareAlike	NO	This is not a CC BY-SA license	 there is no ShareAlike obligation.
Obligations	sharing	http://creativecommons.org/ns#Sharing	NO	No obligation to share.
Obligations	source code	http://www.w3.org/ns/odrl/2/sourceCode	NO	CC BY 4.0 does not impose a general obligation to provide source code, unlike some copyleft software licenses.
Obligations	stream	http://www.w3.org/ns/odrl/2/stream	NO	No obligation to stream.
Obligations	synchronize	http://www.w3.org/ns/odrl/2/synchronize	NO	No obligation to synchronize.
Obligations	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	NO	No obligation to convert to text-to-speech.
Obligations	transform	http://www.w3.org/ns/odrl/2/transform	NO	No obligation to transform.
Obligations	translate	http://www.w3.org/ns/odrl/2/translate	NO	No obligation to translate.
Obligations	uninstall	http://www.w3.org/ns/odrl/2/uninstall	NO	No obligation to uninstall.
Obligations	use	http://www.w3.org/ns/odrl/2/use	NO	There is no obligation to use the material.
Obligations	watermark	http://www.w3.org/ns/odrl/2/watermark	NO	There is no obligation to apply a watermark. Attribution must be given, but the method is flexible within reason and not specifically mandated as a watermark.
