Section	Action	URI	Applicable	Reasoning
Prohibitions	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	PDM does not prohibit obtaining consent if one chose to for other reasons, but it's not required for copyright.
Prohibitions	play	http://www.w3.org/ns/odrl/2/play	NO	PDM does not prohibit playing media.
Prohibitions	present	http://www.w3.org/ns/odrl/2/present	NO	PDM does not prohibit presenting the work.
Prohibitions	print	http://www.w3.org/ns/odrl/2/print	NO	PDM does not prohibit printing.
Prohibitions	read	http://www.w3.org/ns/odrl/2/read	NO	PDM does not prohibit reading.
Prohibitions	reproduce	http://www.w3.org/ns/odrl/2/reproduce	NO	PDM does not prohibit reproduction.
Prohibitions	reproduction	http://creativecommons.org/ns#Reproduction	NO	PDM does not prohibit reproduction.
Prohibitions	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	PDM does not prohibit reviewing policies in general.
Prohibitions	sell	http://www.w3.org/ns/odrl/2/sell	NO	PDM does not prohibit selling.
Prohibitions	share Alike	http://creativecommons.org/ns#ShareAlike	NO	PDM does not prohibit applying a ShareAlike license to one's *new contributions* if creating a derivative work, but it cannot be imposed on the original public domain work.
Prohibitions	sharing	http://creativecommons.org/ns#Sharing	NO	PDM does not prohibit sharing.
Prohibitions	source code	http://www.w3.org/ns/odrl/2/sourceCode	NO	PDM does not prohibit accessing or using available source code of a PD program.
Prohibitions	stream	http://www.w3.org/ns/odrl/2/stream	NO	PDM does not prohibit streaming.
Prohibitions	synchronize	http://www.w3.org/ns/odrl/2/synchronize	NO	PDM does not prohibit synchronization.
Prohibitions	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	NO	PDM does not prohibit text-to-speech conversion.
Prohibitions	transform	http://www.w3.org/ns/odrl/2/transform	NO	PDM does not prohibit transformation.
Prohibitions	translate	http://www.w3.org/ns/odrl/2/translate	NO	PDM does not prohibit translation.
Prohibitions	uninstall	http://www.w3.org/ns/odrl/2/uninstall	NO	PDM does not prohibit uninstallation (of software).
Prohibitions	use	http://www.w3.org/ns/odrl/2/use	NO	PDM does not prohibit use.
Prohibitions	watermark	http://www.w3.org/ns/odrl/2/watermark	NO	PDM does not prohibit a user from adding a watermark to their own copy. However, adding a watermark that falsely implies copyright over the public domain work itself would be misleading and problematic, though not a prohibition from PDM directly.
Obligations	accept tracking	http://www.w3.org/ns/odrl/2/acceptTracking	NO	PDM imposes no obligation to accept tracking.
Obligations	aggregate	http://www.w3.org/ns/odrl/2/aggregate	NO	PDM imposes no obligation to aggregate the work.
Obligations	annotate	http://www.w3.org/ns/odrl/2/annotate	NO	PDM imposes no obligation to annotate the work.
Obligations	anonymize	http://www.w3.org/ns/odrl/2/anonymize	NO	PDM imposes no obligation to anonymize data within the work (though other laws might).
Obligations	archive	http://www.w3.org/ns/odrl/2/archive	NO	PDM imposes no obligation to archive the work.
Obligations	attribute	http://www.w3.org/ns/odrl/2/attribute	NO	PDM itself imposes no obligation to attribute the author or work for copyright purposes, as it signifies public domain. Moral rights in some jurisdictions might create an obligation, but this is separate from PDM.
Obligations	attribution	http://creativecommons.org/ns#Attribution	NO	PDM signifies public domain, so there's no obligation for attribution under copyright.
Obligations	commercial use	http://creativecommons.org/ns#CommercialUse	NO	PDM imposes no obligation for commercial use.
Obligations	compensate	http://www.w3.org/ns/odrl/2/compensate	NO	PDM imposes no obligation to compensate any party for use of the work under copyright.
Obligations	concurrent use	http://www.w3.org/ns/odrl/2/concurrentUse	NO	PDM imposes no obligation regarding concurrent use.
Obligations	delete	http://www.w3.org/ns/odrl/2/delete	NO	PDM imposes no obligation to delete the work.
Obligations	derivative works	http://creativecommons.org/ns#DerivativeWorks	NO	PDM imposes no obligation to create derivative works.
Obligations	derive	http://www.w3.org/ns/odrl/2/derive	NO	PDM imposes no obligation to derive new works.
Obligations	digitize	http://www.w3.org/ns/odrl/2/digitize	NO	PDM imposes no obligation to digitize the work.
Obligations	display	http://www.w3.org/ns/odrl/2/display	NO	PDM imposes no obligation to display the work.
Obligations	distribute	http://www.w3.org/ns/odrl/2/distribute	NO	PDM imposes no obligation to distribute the work.
Obligations	distribution	http://creativecommons.org/ns#Distribution	NO	PDM imposes no obligation for distribution.
Obligations	ensure exclusivity	http://www.w3.org/ns/odrl/2/ensureExclusivity	NO	PDM imposes no obligation to ensure exclusivity in fact, it's contrary to public domain.
Obligations	execute	http://www.w3.org/ns/odrl/2/execute	NO	PDM imposes no obligation to execute the work (if software).
Obligations	extract	http://www.w3.org/ns/odrl/2/extract	NO	PDM imposes no obligation to extract parts of the work.
Obligations	give	http://www.w3.org/ns/odrl/2/give	NO	PDM imposes no obligation to give the work to others.
Obligations	grant use	http://www.w3.org/ns/odrl/2/grantUse	NO	PDM imposes no obligation to 'grant use'.
Obligations	include	http://www.w3.org/ns/odrl/2/include	NO	PDM imposes no obligation to include the work in other collections.
Obligations	index	http://www.w3.org/ns/odrl/2/index	NO	PDM imposes no obligation to index the work.
Obligations	inform	http://www.w3.org/ns/odrl/2/inform	NO	PDM imposes no obligation to inform others about the work (e.g. changes made), although if one indicates the work is PDM, they should not misrepresent it.
Obligations	install	http://www.w3.org/ns/odrl/2/install	NO	PDM imposes no obligation to install the work (if software).
Obligations	modify	http://www.w3.org/ns/odrl/2/modify	NO	PDM imposes no obligation to modify the work.
Obligations	move	http://www.w3.org/ns/odrl/2/move	NO	PDM imposes no obligation to move the work.
Obligations	next policy	http://www.w3.org/ns/odrl/2/nextPolicy	NO	PDM imposes no obligation to adhere to a 'next policy'.
Obligations	notice	http://creativecommons.org/ns#Notice	NO	PDM imposes no obligation to provide a notice when using the work. The PDM itself is a notice about status.
Obligations	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	PDM imposes no obligation to obtain consent for copyright purposes.
Obligations	play	http://www.w3.org/ns/odrl/2/play	NO	PDM imposes no obligation to play the work (if media).
Obligations	present	http://www.w3.org/ns/odrl/2/present	NO	PDM imposes no obligation to present the work.
Obligations	print	http://www.w3.org/ns/odrl/2/print	NO	PDM imposes no obligation to print the work.
Obligations	read	http://www.w3.org/ns/odrl/2/read	NO	PDM imposes no obligation to read the work.
Obligations	reproduce	http://www.w3.org/ns/odrl/2/reproduce	NO	PDM imposes no obligation to reproduce the work.
Obligations	reproduction	http://creativecommons.org/ns#Reproduction	NO	PDM imposes no obligation for reproduction.
Obligations	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	PDM imposes no obligation to review any policy.
Obligations	sell	http://www.w3.org/ns/odrl/2/sell	NO	PDM imposes no obligation to sell the work.
Obligations	share Alike	http://creativecommons.org/ns#ShareAlike	NO	PDM imposes no ShareAlike obligation.
Obligations	sharing	http://creativecommons.org/ns#Sharing	NO	PDM imposes no obligation for sharing.
Obligations	source code	http://www.w3.org/ns/odrl/2/sourceCode	NO	PDM imposes no obligation to provide source code (this obligation is sometimes found in copyleft licenses for software).
Obligations	stream	http://www.w3.org/ns/odrl/2/stream	NO	PDM imposes no obligation to stream the work.
Obligations	synchronize	http://www.w3.org/ns/odrl/2/synchronize	NO	PDM imposes no obligation to synchronize media.
Obligations	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	NO	PDM imposes no obligation to convert text to speech.
Obligations	transform	http://www.w3.org/ns/odrl/2/transform	NO	PDM imposes no obligation to transform the work.
Obligations	translate	http://www.w3.org/ns/odrl/2/translate	NO	PDM imposes no obligation to translate the work.
Obligations	uninstall	http://www.w3.org/ns/odrl/2/uninstall	NO	PDM imposes no obligation to uninstall the work (if software).
Obligations	use	http://www.w3.org/ns/odrl/2/use	NO	PDM imposes no obligation to use the work.
Obligations	watermark	http://www.w3.org/ns/odrl/2/watermark	NO	PDM imposes no obligation to watermark the work.
