Section	Action	URI	Applicable	Reasoning
Permissions	digitize	http://www.w3.org/ns/odrl/2/digitize	YES	Permitted as a technical modification or reproduction to exercise rights in different formats. (Legal Code Section 2.a.4)
Permissions	display	http://www.w3.org/ns/odrl/2/display	YES	Permitted as 'Share' includes 'public display'. (Legal Code Section 1.m, 2.a.1.A)
Permissions	distribute	http://www.w3.org/ns/odrl/2/distribute	YES	Permitted as part of the core 'Share' right. (Legal Code Section 1.m, 2.a.1.A)
Permissions	distribution	http://creativecommons.org/ns#Distribution	YES	Permitted as this is covered by the 'Share' right (includes distribution, public display, etc.). (Legal Code Section 1.m, 2.a.1.A)
Permissions	ensure exclusivity	http://www.w3.org/ns/odrl/2/ensureExclusivity	NO	The license is non-exclusive, a licensee cannot establish exclusivity for themselves. (Legal Code Section 2.a.1)
Permissions	execute	http://www.w3.org/ns/odrl/2/execute	YES	Permitted as a fundamental way of using the material if it is, for example, software, covered by general permission to 'exercise the Licensed Rights'.
Permissions	extract	http://www.w3.org/ns/odrl/2/extract	YES	Permitted as reproduction is allowed in whole or in part and 'Adapt' includes remixing. (Legal Code Section 2.a.1.A)
Permissions	give	http://www.w3.org/ns/odrl/2/give	YES	Permitted in the sense of transferring a copy to a third party, which is covered by 'Share'. (Legal Code Section 1.m)
Permissions	grant use	http://www.w3.org/ns/odrl/2/grantUse	NO	The license is non-sublicensable. While sharing allows recipients to get a license from the original licensor, the licensee does not 'grant use'. (Legal Code Section 2.a.1, 2.a.5.A)
Permissions	include	http://www.w3.org/ns/odrl/2/include	YES	Permitted as part of 'Adapt' (remix, transform, build upon). (Legal Code Section 1.a, 2.a.1.B)
Permissions	index	http://www.w3.org/ns/odrl/2/index	YES	Permitted as it may involve reproduction or adaptation for purposes of discoverability or use.
Permissions	inform	http://www.w3.org/ns/odrl/2/inform	NO	Not a specific copyright permission granted by the license to the licensee regarding the work.
Permissions	install	http://www.w3.org/ns/odrl/2/install	YES	Permitted as a form of 'reproduce' necessary for using certain types of material. (Legal Code Section 2.a.1.A)
Permissions	modify	http://www.w3.org/ns/odrl/2/modify	YES	Explicitly permitted via the right to 'Adapt'. (Deed, Legal Code Section 1.a, 2.a.1.B)
Permissions	move	http://www.w3.org/ns/odrl/2/move	YES	Permitted as it involves reproduction to a new device, and reproduction is allowed.
Permissions	next policy	http://www.w3.org/ns/odrl/2/nextPolicy	NO	The ShareAlike condition dictates the license for adapted material, licensees cannot freely set any 'next policy'. (Legal Code Section 3.b.1)
Permissions	notice	http://creativecommons.org/ns#Notice	NO	This refers to an obligation (retaining notices), not a permission granted to the licensee.
Permissions	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	The license itself is the consent for permitted actions, this ODRL action is not a permission granted by the license.
Permissions	play	http://www.w3.org/ns/odrl/2/play	YES	Permitted as a form of using the material, 'Share' includes public performance, private use is also implied. (Legal Code Section 1.m)
Permissions	present	http://www.w3.org/ns/odrl/2/present	YES	Permitted as 'Share' includes 'public performance'. (Legal Code Section 1.m, 2.a.1.A)
Permissions	print	http://www.w3.org/ns/odrl/2/print	YES	Permitted as a form of 'reproduce'. (Legal Code Section 2.a.1.A)
Permissions	read	http://www.w3.org/ns/odrl/2/read	YES	Permitted as a fundamental way of accessing and using the material.
Permissions	reproduce	http://www.w3.org/ns/odrl/2/reproduce	YES	Explicitly permitted. (Legal Code Section 2.a.1.A)
Permissions	reproduction	http://creativecommons.org/ns#Reproduction	YES	Explicitly permitted by the license. (Legal Code Section 2.a.1.A)
Permissions	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	Not a permission to act on the work, reviewing the license text is always possible and not a copyright-restricted act.
Permissions	sell	http://www.w3.org/ns/odrl/2/sell	YES	Permitted as commercial use is allowed, and selling copies is a form of 'Share' (distribution) for commercial purposes. (Deed	 Legal Code Section 1.m)
Permissions	share Alike	http://creativecommons.org/ns#ShareAlike	NO	This is an obligation when distributing derivative works, not a permission granted to the licensee.
Permissions	sharing	http://creativecommons.org/ns#Sharing	YES	Explicitly permitted, this is the core 'Share' right. (Deed, Legal Code Section 2.a.1.A)
Permissions	source code	http://www.w3.org/ns/odrl/2/sourceCode	YES	Permitted to share the source code if available as part of sharing the work. The license does not prohibit making any form of the work available.
Permissions	stream	http://www.w3.org/ns/odrl/2/stream	YES	Permitted as a form of 'Share' (communication to the public). (Legal Code Section 1.m)
Permissions	synchronize	http://www.w3.org/ns/odrl/2/synchronize	YES	Permitted as a form of 'Adapt' (remixing or transforming the material). (Legal Code Section 1.a, 2.a.1.B)
Permissions	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	YES	Permitted as an adaptation or a technical modification to exercise rights. (Legal Code Section 1.a, 2.a.4)
Permissions	transform	http://www.w3.org/ns/odrl/2/transform	YES	Explicitly permitted as part of 'Adapt'. (Deed, Legal Code Section 1.a, 2.a.1.B)
Permissions	translate	http://www.w3.org/ns/odrl/2/translate	YES	Explicitly permitted, translation is a form of 'Adapted Material'. (Legal Code Section 1.a)
Permissions	uninstall	http://www.w3.org/ns/odrl/2/uninstall	YES	Permitted as the licensee can remove their copy of the material from a device.
Permissions	use	http://www.w3.org/ns/odrl/2/use	YES	Permitted generally to exercise the Licensed Rights in the Licensed Material as specified by the license. (Legal Code Section 2.a.1)
Permissions	watermark	http://www.w3.org/ns/odrl/2/watermark	YES	Permitted as a form of 'Adapt' (modification). This does not permit applying restrictive technological measures. (Legal Code Section 1.a, 2.a.5.B)
Prohibitions	accept tracking	http://www.w3.org/ns/odrl/2/acceptTracking	NO	The license does not prohibit the licensee from accepting tracking. This is outside the license scope.
Prohibitions	aggregate	http://www.w3.org/ns/odrl/2/aggregate	NO	This action is permitted by the license.
Prohibitions	annotate	http://www.w3.org/ns/odrl/2/annotate	NO	This action is permitted by the license.
Prohibitions	anonymize	http://www.w3.org/ns/odrl/2/anonymize	YES	Prohibited if it means removing or obscuring the contractually required attribution to the original Licensor. (Legal Code Section 3.a.1)
Prohibitions	archive	http://www.w3.org/ns/odrl/2/archive	NO	This action is permitted by the license.
Prohibitions	attribute	http://www.w3.org/ns/odrl/2/attribute	NO	The act of attributing is not prohibited, failing to attribute is a violation of an obligation.
Prohibitions	attribution	http://creativecommons.org/ns#Attribution	YES	Failing to provide attribution as required by the license is prohibited (as it's a breach of condition). (Legal Code Section 3.a.1)
Prohibitions	commercial use	http://creativecommons.org/ns#CommercialUse	NO	This action is permitted by the license.
Prohibitions	compensate	http://www.w3.org/ns/odrl/2/compensate	NO	Licensee is not prohibited from voluntarily compensating, though it cannot be required by the licensor under this license.
Prohibitions	concurrent use	http://www.w3.org/ns/odrl/2/concurrentUse	NO	This action is permitted by the license.
Prohibitions	delete	http://www.w3.org/ns/odrl/2/delete	NO	This action is permitted by the license for the licensee's own copies.
Prohibitions	derivative works	http://creativecommons.org/ns#DerivativeWorks	NO	Creating and distributing derivative works (Adapted Material) is permitted.
Prohibitions	derive	http://www.w3.org/ns/odrl/2/derive	NO	This action is permitted by the license.
Prohibitions	digitize	http://www.w3.org/ns/odrl/2/digitize	NO	This action is permitted by the license.
Prohibitions	display	http://www.w3.org/ns/odrl/2/display	NO	This action is permitted by the license.
Prohibitions	distribute	http://www.w3.org/ns/odrl/2/distribute	NO	This action is permitted by the license.
Prohibitions	distribution	http://creativecommons.org/ns#Distribution	NO	This action is permitted by the license.
Prohibitions	ensure exclusivity	http://www.w3.org/ns/odrl/2/ensureExclusivity	YES	The licensee is prohibited from attempting to make their use exclusive, as the license is non-exclusive. (Legal Code Section 2.a.1)
Prohibitions	execute	http://www.w3.org/ns/odrl/2/execute	NO	This action is permitted by the license.
Prohibitions	extract	http://www.w3.org/ns/odrl/2/extract	NO	This action is permitted by the license.
Prohibitions	give	http://www.w3.org/ns/odrl/2/give	NO	This action (sharing copies) is permitted by the license.
Prohibitions	grant use	http://www.w3.org/ns/odrl/2/grantUse	YES	Sublicensing by the licensee is prohibited as the license is non-sublicensable. (Legal Code Section 2.a.1)
Prohibitions	include	http://www.w3.org/ns/odrl/2/include	NO	This action is permitted by the license.
Prohibitions	index	http://www.w3.org/ns/odrl/2/index	NO	This action is permitted by the license.
Prohibitions	inform	http://www.w3.org/ns/odrl/2/inform	NO	The license does not prohibit informing parties about the asset.
Prohibitions	install	http://www.w3.org/ns/odrl/2/install	NO	This action is permitted by the license.
Prohibitions	modify	http://www.w3.org/ns/odrl/2/modify	NO	This action is permitted by the license.
Prohibitions	move	http://www.w3.org/ns/odrl/2/move	NO	This action is permitted by the license.
Prohibitions	next policy	http://www.w3.org/ns/odrl/2/nextPolicy	YES	Prohibited from applying a license to adaptations that is not the same as CC BY-SA, a later version, or a CC BY-SA Compatible License. (Legal Code Section 3.b.1)
Prohibitions	notice	http://creativecommons.org/ns#Notice	YES	Removing or altering required copyright and license notices is prohibited. (Legal Code Section 3.a.1.A)
Prohibitions	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	The license does not prohibit seeking additional consent outside its terms.
Prohibitions	play	http://www.w3.org/ns/odrl/2/play	NO	This action is permitted by the license.
Prohibitions	present	http://www.w3.org/ns/odrl/2/present	NO	This action is permitted by the license.
Prohibitions	print	http://www.w3.org/ns/odrl/2/print	NO	This action is permitted by the license.
Prohibitions	read	http://www.w3.org/ns/odrl/2/read	NO	This action is permitted by the license.
Prohibitions	reproduce	http://www.w3.org/ns/odrl/2/reproduce	NO	This action is permitted by the license.
Prohibitions	reproduction	http://creativecommons.org/ns#Reproduction	NO	This action is permitted by the license.
Prohibitions	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	Reviewing the policy is not prohibited.
Prohibitions	sell	http://www.w3.org/ns/odrl/2/sell	NO	This action is permitted by the license.
Prohibitions	share Alike	http://creativecommons.org/ns#ShareAlike	YES	Distributing adaptations under terms that violate the ShareAlike condition (i.e., not CC BY-SA or compatible) is prohibited. (Legal Code Section 3.b.1)
Prohibitions	sharing	http://creativecommons.org/ns#Sharing	NO	This action is permitted by the license.
Prohibitions	source code	http://www.w3.org/ns/odrl/2/sourceCode	YES	Prohibited to distribute adapted software without making source code available if this is deemed necessary to comply with ShareAlike's intent to allow further adaptation. (Implicit in Section 1.a, 3.b.1)
Prohibitions	stream	http://www.w3.org/ns/odrl/2/stream	NO	This action is permitted by the license.
Prohibitions	synchronize	http://www.w3.org/ns/odrl/2/synchronize	NO	This action is permitted by the license.
Prohibitions	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	NO	This action is permitted by the license.
Prohibitions	transform	http://www.w3.org/ns/odrl/2/transform	NO	This action is permitted by the license.
Prohibitions	translate	http://www.w3.org/ns/odrl/2/translate	NO	This action is permitted by the license.
Prohibitions	uninstall	http://www.w3.org/ns/odrl/2/uninstall	NO	This action is permitted by the license.
Prohibitions	use	http://www.w3.org/ns/odrl/2/use	YES	Using the material in any way that violates the license terms (e.g., failing attribution, applying further restrictions) is prohibited. (General implication of licensure)
Prohibitions	watermark	http://www.w3.org/ns/odrl/2/watermark	YES	Applying a watermark that acts as an Effective Technological Measure restricting others' exercise of the Licensed Rights is prohibited. (Legal Code Section 2.a.5.B)
Obligations	accept tracking	http://www.w3.org/ns/odrl/2/acceptTracking	NO	Not an obligation under this license.
Obligations	aggregate	http://www.w3.org/ns/odrl/2/aggregate	NO	Permitted, not obligated.
Obligations	annotate	http://www.w3.org/ns/odrl/2/annotate	YES	Obligation to indicate if You modified the Licensed Material when sharing. This is a form of annotation. (Legal Code Section 3.a.1.B)
Obligations	anonymize	http://www.w3.org/ns/odrl/2/anonymize	NO	No obligation to anonymize, anonymizing licensor attribution is prohibited.
Obligations	archive	http://www.w3.org/ns/odrl/2/archive	NO	Permitted, not obligated.
Obligations	attribute	http://www.w3.org/ns/odrl/2/attribute	YES	Core obligation to provide appropriate credit, link to license, indicate changes. (Legal Code Section 3.a.1)
Obligations	attribution	http://creativecommons.org/ns#Attribution	YES	Core obligation to give credit to the licensor as specified. (Legal Code Section 3.a.1)
Obligations	commercial use	http://creativecommons.org/ns#CommercialUse	NO	Permitted, not obligated.
Obligations	compensate	http://www.w3.org/ns/odrl/2/compensate	NO	Not an obligation, license is royalty-free.
Obligations	concurrent use	http://www.w3.org/ns/odrl/2/concurrentUse	NO	Permitted, not obligated.
Obligations	delete	http://www.w3.org/ns/odrl/2/delete	NO	Permitted, not obligated.
Obligations	derivative works	http://creativecommons.org/ns#DerivativeWorks	NO	Permitted to create/distribute, not obligated to do so. The ShareAlike condition applies IF derivatives are shared.
Obligations	derive	http://www.w3.org/ns/odrl/2/derive	NO	Permitted, not obligated.
Obligations	digitize	http://www.w3.org/ns/odrl/2/digitize	NO	Permitted, not obligated.
Obligations	display	http://www.w3.org/ns/odrl/2/display	NO	Permitted, not obligated.
Obligations	distribute	http://www.w3.org/ns/odrl/2/distribute	NO	Permitted, not obligated to distribute.
Obligations	distribution	http://creativecommons.org/ns#Distribution	NO	Permitted, not obligated.
Obligations	ensure exclusivity	http://www.w3.org/ns/odrl/2/ensureExclusivity	NO	Prohibited, not obligated.
Obligations	execute	http://www.w3.org/ns/odrl/2/execute	NO	Permitted, not obligated.
Obligations	extract	http://www.w3.org/ns/odrl/2/extract	NO	Permitted, not obligated.
Obligations	give	http://www.w3.org/ns/odrl/2/give	NO	Permitted, not obligated.
Obligations	grant use	http://www.w3.org/ns/odrl/2/grantUse	NO	Prohibited (sublicensing), not obligated.
Obligations	include	http://www.w3.org/ns/odrl/2/include	NO	Permitted, not obligated.
Obligations	index	http://www.w3.org/ns/odrl/2/index	NO	Permitted, not obligated.
Obligations	inform	http://www.w3.org/ns/odrl/2/inform	YES	Obligation to indicate if You modified the Licensed Material and retain an indication of any previous modifications when sharing. (Legal Code Section 3.a.1.B)
Obligations	install	http://www.w3.org/ns/odrl/2/install	NO	Permitted, not obligated.
Obligations	modify	http://www.w3.org/ns/odrl/2/modify	NO	Permitted, not obligated. If one modifies and shares, obligations (indicate changes, ShareAlike) apply.
Obligations	move	http://www.w3.org/ns/odrl/2/move	NO	Permitted, not obligated.
Obligations	next policy	http://www.w3.org/ns/odrl/2/nextPolicy	YES	Obligation to license shared Adapted Material under the same license, a later version, or a compatible license (ShareAlike condition). (Legal Code Section 3.b.1)
Obligations	notice	http://creativecommons.org/ns#Notice	YES	Obligation to retain supplied notices (copyright, license, warranty disclaimer) and provide notice of this license when sharing. (Legal Code Section 3.a.1.A, 3.a.1.C)
Obligations	obtain consent	http://www.w3.org/ns/odrl/2/obtainConsent	NO	Not an obligation under the standard terms.
Obligations	play	http://www.w3.org/ns/odrl/2/play	NO	Permitted, not obligated.
Obligations	present	http://www.w3.org/ns/odrl/2/present	NO	Permitted, not obligated.
Obligations	print	http://www.w3.org/ns/odrl/2/print	NO	Permitted, not obligated.
Obligations	read	http://www.w3.org/ns/odrl/2/read	NO	Permitted, not obligated.
Obligations	reproduce	http://www.w3.org/ns/odrl/2/reproduce	NO	Permitted, not obligated.
Obligations	reproduction	http://creativecommons.org/ns#Reproduction	NO	Permitted, not obligated.
Obligations	review policy	http://www.w3.org/ns/odrl/2/reviewPolicy	NO	Not an explicit obligation in the license text, though necessary for compliance.
Obligations	sell	http://www.w3.org/ns/odrl/2/sell	NO	Permitted, not obligated.
Obligations	share Alike	http://creativecommons.org/ns#ShareAlike	YES	Core obligation: if Adapted Material is shared, it must be licensed under the same or compatible terms. (Legal Code Section 3.b.1)
Obligations	sharing	http://creativecommons.org/ns#Sharing	NO	Permitted, not obligated to share.
Obligations	source code	http://www.w3.org/ns/odrl/2/sourceCode	YES	Conditional obligation when sharing adapted software to make source available under the ShareAlike terms to allow further adaptation. (Implicit in Section 1.a, 3.b.1 to give full effect to SA)
Obligations	stream	http://www.w3.org/ns/odrl/2/stream	NO	Permitted, not obligated.
Obligations	synchronize	http://www.w3.org/ns/odrl/2/synchronize	NO	Permitted, not obligated.
Obligations	Text-to-speech	http://www.w3.org/ns/odrl/2/textToSpeech	NO	Permitted, not obligated.
Obligations	transform	http://www.w3.org/ns/odrl/2/transform	NO	Permitted, not obligated. If one transforms and shares, obligations (indicate changes, ShareAlike) apply.
Obligations	translate	http://www.w3.org/ns/odrl/2/translate	NO	Permitted, not obligated. If one translates and shares, obligations (indicate changes, ShareAlike) apply.
Obligations	uninstall	http://www.w3.org/ns/odrl/2/uninstall	NO	Permitted, not obligated.
Obligations	use	http://www.w3.org/ns/odrl/2/use	NO	Permitted, not obligated to use. Obligations arise *when* using and sharing.
Obligations	watermark	http://www.w3.org/ns/odrl/2/watermark	NO	Not an obligation. May be a method to fulfill attribution, but not mandated.
